dataset,dataset_label,sex,sub_key,sub_label,age_key,age_label,disclosure_min_n,n_initial,n_final,n_removed,issue_type,from_axis,to_axis,from_state,to_state,cell_n,n_minors,n_adults,pct_minors,contains_minors
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F0,SUD2+_F0,5,1,4,20,TRUE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F0,SUD2+_F1,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F1,SUD0_F1,5,1,4,20,TRUE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F1,SUD1_F1,7,2,5,28.6,TRUE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F1,SUD2+_F1,8,3,5,37.5,TRUE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F1,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),all,All ages,5,1287,1164,123,flow,post1,post2,SUD2+_F2+,No visit,7,1,6,14.3,TRUE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,stratum,NA,post2,NA,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,stratum,NA,post2,NA,SUD2+_F1,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,pre,index,SUD0_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,pre,index,SUD0_F2+,SUD2+_F0,8,0,8,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD1_F1,SUD1_F0,9,0,9,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD1_F1,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD1_F2+,No visit,9,0,9,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD2+_F0,SUD0_F1,6,0,6,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD2+_F0,SUD1_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,index,post1,SUD2+_F0,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,No visit,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,No visit,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD0_F1,SUD1_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD0_F2+,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD0_F2+,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F0,SUD1_F1,9,0,9,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F1,SUD0_F1,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F1,SUD1_F1,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F2+,SUD0_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F2+,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD1_F2+,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD2+_F0,SUD1_F0,8,0,8,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD2+_F0,SUD2+_F1,7,0,7,0,FALSE
nationwide,Sweden,Female,F15,F15 (Other stimulants),18-25,18-25,5,996,833,163,flow,post1,post2,SUD2+_F2+,No visit,6,0,6,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,stratum,NA,post2,NA,SUD1_F1,9,1,8,11.1,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,stratum,NA,post2,NA,SUD1_F2+,9,2,7,22.2,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,pre,index,No visit,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,pre,index,SUD0_F1,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,index,post1,SUD1_F1,SUD1_F2+,7,1,6,14.3,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,index,post1,SUD1_F2+,No visit,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,index,post1,SUD1_F2+,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD0_F1,SUD1_F1,9,1,8,11.1,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD0_F2+,SUD1_F2+,9,2,7,22.2,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD1_F0,SUD1_F0,8,1,7,12.5,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD1_F1,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD1_F2+,No visit,6,0,6,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD1_F2+,SUD0_F1,5,1,4,20,TRUE
nationwide,Sweden,Female,F17,F17 (Tobacco),all,All ages,5,1364,1301,63,flow,post1,post2,SUD1_F2+,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,stratum,NA,post2,NA,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,stratum,NA,post2,NA,SUD1_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,pre,index,No visit,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,pre,index,SUD0_F1,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,index,post1,SUD1_F2+,No visit,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,index,post1,SUD1_F2+,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD0_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD0_F1,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD0_F2+,SUD1_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD1_F0,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD1_F1,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD1_F2+,No visit,5,0,5,0,FALSE
nationwide,Sweden,Female,F17,F17 (Tobacco),18-25,18-25,5,1254,1188,66,flow,post1,post2,SUD1_F2+,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,pre,index,SUD0_F1,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,index,post1,SUD2+_F0,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,index,post1,SUD2+_F1,SUD2+_F1,6,1,5,16.7,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,index,post1,SUD2+_F1,SUD2+_F2+,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,index,post1,SUD2+_F2+,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,index,post1,SUD2+_F2+,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD0_F1,SUD2+_F0,5,1,4,20,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD0_F1,SUD2+_F1,7,2,5,28.6,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD0_F2+,SUD2+_F1,6,2,4,33.3,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD1_F0,SUD0_F2+,9,2,7,22.2,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD1_F2+,SUD2+_F0,7,2,5,28.6,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F0,SUD0_F1,6,1,5,16.7,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F0,SUD1_F2+,5,1,4,20,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F0,SUD2+_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F0,SUD2+_F2+,9,3,6,33.3,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F1,SUD0_F2+,8,1,7,12.5,TRUE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),all,All ages,5,7242,7213,29,flow,post1,post2,SUD2+_F2+,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,pre,index,SUD0_F1,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD1_F2+,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F0,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F0,SUD1_F1,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F0,SUD1_F2+,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F0,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F1,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F1,SUD2+_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F1,SUD2+_F2+,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F2+,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,index,post1,SUD2+_F2+,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD0_F1,SUD2+_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD0_F1,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD1_F0,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD1_F2+,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F0,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F0,SUD2+_F1,8,0,8,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F0,SUD2+_F2+,6,0,6,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F1,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5797,5761,36,flow,post1,post2,SUD2+_F2+,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Male,all,All SUD,all,All ages,5,49430,49428,2,flow,index,post1,SUD2+_F2+,SUD1_F0,7,1,6,14.3,TRUE
nationwide,Sweden,Male,all,All SUD,all,All ages,5,49430,49428,2,flow,post1,post2,SUD0_F2+,SUD2+_F0,7,1,6,14.3,TRUE
nationwide,Sweden,Male,all,All SUD,18-25,18-25,5,37916,37914,2,flow,index,post1,SUD2+_F2+,SUD0_F1,9,0,9,0,FALSE
nationwide,Sweden,Male,all,All SUD,18-25,18-25,5,37916,37914,2,flow,index,post1,SUD2+_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,Male,all,All SUD,18-25,18-25,5,37916,37914,2,flow,post1,post2,SUD0_F2+,SUD2+_F0,6,0,6,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,index,post1,SUD2+_F1,SUD1_F2+,7,2,5,28.6,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,index,post1,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,index,post1,SUD2+_F2+,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,index,post1,SUD2+_F2+,SUD0_F2+,8,2,6,25,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,index,post1,SUD2+_F2+,SUD1_F2+,9,1,8,11.1,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,post1,post2,SUD0_F1,SUD2+_F0,6,1,5,16.7,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,post1,post2,SUD2+_F0,SUD2+_F2+,8,2,6,25,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),all,All ages,5,17557,17535,22,flow,post1,post2,SUD2+_F2+,SUD2+_F0,7,1,6,14.3,TRUE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,pre,index,SUD0_F1,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,index,post1,SUD2+_F1,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,index,post1,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,index,post1,SUD2+_F2+,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,index,post1,SUD2+_F2+,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,index,post1,SUD2+_F2+,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,post1,post2,SUD0_F1,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,post1,post2,SUD1_F0,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,post1,post2,SUD2+_F0,SUD2+_F2+,6,0,6,0,FALSE
nationwide,Sweden,Male,F10,F10 (Alcohol),18-25,18-25,5,12303,12286,17,flow,post1,post2,SUD2+_F2+,SUD2+_F0,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,pre,index,SUD0_F1,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD1_F2+,No visit,9,1,8,11.1,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD1_F2+,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F0,SUD0_F1,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F0,SUD2+_F2+,5,1,4,20,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F1,SUD1_F0,6,1,5,16.7,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F1,SUD1_F1,5,1,4,20,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,index,post1,SUD2+_F1,SUD2+_F1,8,1,7,12.5,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,No visit,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD0_F1,SUD1_F1,7,1,6,14.3,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F0,SUD0_F1,9,1,8,11.1,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F0,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F1,SUD1_F2+,7,0,7,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F1,SUD2+_F0,8,1,7,12.5,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F2+,SUD0_F2+,5,1,4,20,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F2+,SUD1_F1,5,1,4,20,TRUE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD1_F2+,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F0,SUD1_F1,9,0,9,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F0,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),all,All ages,5,2258,2165,93,flow,post1,post2,SUD2+_F2+,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,pre,index,SUD0_F1,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD1_F1,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD1_F2+,No visit,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD1_F2+,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD1_F2+,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD2+_F0,SUD0_F1,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD2+_F1,SUD1_F0,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,index,post1,SUD2+_F1,SUD2+_F1,7,0,7,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,No visit,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,No visit,SUD1_F2+,9,0,9,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,No visit,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD0_F1,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD0_F2+,SUD0_F1,7,0,7,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F0,SUD0_F1,8,0,8,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F0,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F1,SUD1_F2+,7,0,7,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F1,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F1,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,Male,F11,F11 (Opioids),18-25,18-25,5,2096,1994,102,flow,post1,post2,SUD1_F2+,SUD2+_F2+,7,0,7,0,FALSE
